symbol,curr_id,industry,sector,employees,equity_type,isin,description
FMC,958481,Food Products,Consumer Staples,4061,ORD,VN000000FMC4,"Sao Ta Foods Joint Stock Company is a Vietnam-based company active in the food processing industry. The Company is engaged in the processing, trading and export of seafood products, as well as the management of aquaculture farms to supply its own operations. Apart from processed shrimps and pangasius, it also manufactures other food products from garlic, ginger, fruit, sweet potatoes, lotus roots, lotus seeds, pumpkins, onion and others. It is also involved in the distribution of raw agricultural and aquatic materials, together with the import of machinery and supplies for food processing activities. In addition, the Company is engaged in real estate operations and hotel operations. During the year ended December 31, 2012, 97.68% of its total revenue came from export sales."
FLC,958480,Real Estate Management & Development,Real Estate,-,ORD,VN000000FLC6,"FLC Group Joint Stock Company is a Vietnam-based company engaged in the real estate development and operations industry. The Company is involved in real estate trading, development and operations activities of apartment buildings, villas, bottomlands, project land for sale or for lease and infrastructure projects on leased land. It operates a real estate trading floor with services such as real estate brokerage, real estate advertising and advisory, as well as notary services for real estate properties. Other activities include the provision of investment advisory services, construction materials trading, telecommunication and aviation equipment trading in combination with installation and maintenance services, as well as mineral mining."
FCN,958478,Construction & Engineering,Industrials,1224,ORD,VN000000FCN2,"FECON Corporation, formerly known as FECON Foundation Engineering And Underground Construction Joint Stock Company, is a Vietnam-based construction and engineering company. The Company principally designs and executes treatment plans for vulnerable soil grounds, produces and installs pre-stressed centrifugal concrete piles, tests foundations and provides project geotechnical consultancy services. Several of the Company's completed and undergoing projects include Long Phu 1 Thermal Power Plant in Soc Trang Province; Thi Vai Refrigerated Liquefied Petroleum Gas (LPG) Storage, TASCO Apartment, Office and Shopping Center Complex in Hanoi; PEPSICO Beverage Factory in Bac Ninh VSIP industrial zone; and Keangnam Hanoi Landmark Tower; among others. During the year ended December 31, 2011, 95.37% of the Company's gross revenue came from construction projects. As of May 3, 2012, the Company had five subsidiaries, including one science institute."
FDC,958479,Real Estate Management & Development,Real Estate,174,ORD,VN000000FDC3,"Foreign Trade Development and Investment Corporation of Ho Chi Minh City (FIDECO) is a Vietnam-based company engaged in the real estate operation and development industry. The Company is involved in the development of real properties, such as apartment and office buildings, resorts, residential and industrial zones for sale and lease. It also exports frozen seafood, crafts and tea, as well as imports wheat, chemicals, cosmetics, rugs, fabrics and plastic products. Other activities include the development of educational projects and the provision of financial advisory services. The Company has three subsidiaries and one affiliate."
FBA,958476,Household Durables,Consumer Discretionary,-,ORD,VN000000FBA1,"FBA International Group Corporation is a Vietnam-based distributor and manufacturer of electrical and electronic equipment. The Company is engaged in the distribution of various types of air-conditioners imported from Malaysia, together with other consumer electronic products imported from Singapore. Its other products include washing machines, dishwashers, tumble dryers and refrigerators. The Company also assembles air-conditioners and manufactures compact light bulbs. Other activities include the installation of air-conditioning systems and the distribution of cosmetic products imported from Germany. During the fiscal year ended December 31, 2009, 98.32% of its revenue came from sale of air-conditioners."
FCM,958477,Construction Materials,Materials,310,ORD,VN000000FCM4,"Fecon Mining Joint Stock Company is a Vietnam-based company engaged in the construction materials industry. It designs and manufactures prestressed centrifugal concrete piles with diameters from 300 millimeters (mm) to 1,200 mm, and maximum length of 27 meters. Its production capacity is 4,000 meters of piles per day. The Company is also active in exploiting minerals and supplying construction materials, such as stones, sand and pebbles. During the year ended December 31, 2012, 98.74% of the Company's net revenue came from the sale of its finished products. As of April 15, 2013, FECON Foundation Engineering And Underground Construction Joint Stock Company held 36.38% stakes in the Company."
EVE,958475,Household Durables,Consumer Discretionary,1365,ORD,VN000000EVE4,"Everpia Joint Stock Company, formerly Everpia Vietnam Joint Stock Company, is a Vietnam-based company engaged in the manufacture and marketing of bedding and padding products. The Company's main product lines include nonwoven fabrics, filter fabrics, felt, blankets, bed sheets, pillows, mattresses, sleeping bags, backpacks, underwear and other textile and apparel products. It has operational and trading activities in Vietnam and Cambodia. The Company has two subsidiaries. Mattpia Vietnam Joint Stock Company is engaged in the manufacture of various kinds of mattresses and related products, as well as the import of materials to produce such products. Everpia Cambodia Company Limited is active in general merchandising, as well as the provision of healthcare services, training services and financial consultation services."
EMC,958474,Electrical Equipment,Industrials,3,ORD,VN000000EMC7,"Thuduc Electro-Mechanical Joint Stock Company is a Vietnam-based company engaged in manufacturing transformers, mechanical equipment and electrical spare parts. The Company's principle activities comprise the production, import, export and trading of different types of transformers. Mechanical equipment is the Company's second main product line. The Company also manufactures electrical equipments used in power plants, power stations such as electrical steel poles, cables, equipment racks as well as substation accessories and electrical lines. In addition, the Company builds and constructs industrial and civil works, conducts electrical experiments besides fixing and repairing electrical related products. The Company is a subsidiary of Vietnam Electricity Group."
EIB,958472,Banks,Financial,5079,ORD,VN000000EIB7,"Vietnam Export Import Commercial Joint Stock Bank (Eximbank) is a Vietnam-based financial institution providing consumer and corporate banking services. Its products include multiple types of savings, deposits, loans, credits, bank guarantees, credit cards and cash services. The Bank is also involved in international clearing, money transfer, foreign exchange and gold trading, as well as the offering of financing package services for overseas studying. Other operations are financial investment, along with the provision of financial consultancy services, telephone - banking, home - banking and treasury services. The Bank has one subsidiary, two affiliates, a transaction center, 41 branches in cities and provinces nationwide and a representative office in Hanoi."
ELC,958473,IT Services,Information Technology,201,ORD,VN000000ELC9,"Electronics Communications Technology Investment Development Corporation is a Vietnam-based company primarily engaged in the telecommunications and information technology sector. The Company manufactures and distributes telecommunications and information technology (IT) devices and equipment; develops and implements solutions for various industries, including value added telecommunications solutions, smart traffic management, IT infrastructure, systems integration, security and intelligence, as well as high tech agriculture. The Company also provides customized software solutions, automation consultation and office spaces for lease."
DXV,958471,Construction Materials,Materials,-,ORD,VN000000DXV6,"Danang Building Material Vicem Joint Stock Company (COXIVA), formerly Da Nang Construction Building Materials and Cement Joint Stock Company, is a Vietnam-based manufacturer of construction materials. The Company is engaged in the manufacturing and trading of cement and its derived products, as well as other construction materials and supplies, including bricks, roofing and wall tiles. It is also involved in the manufacture of cement packaging and other kinds of plastic bags, along with the trading of iron and steel for construction. In addition, the Company is engaged in the trading of construction supplies and equipment. It is a subsidiary of Vietnam Cement Industry Corporation."
DXL,958470,Industrial Conglomerates,Industrials,-,ORD,VN000000DXL7,"Lang Son Tourism and Import - Export Joint Stock Company (TOCOLIMEX) is a Vietnam-based company engaged in the tourism industry, which mainly operates in the northern region of Vietnam. In order to support its major business activity as tour operation, the Company establishes and manages various hotels and restaurants in Lang Son, Vietnam, and it also operates a winery to produce wine for the brand name TOCOLIMEX Mau Son. Apart from these business activities, the Company partakes in the diversified commerce of agricultural products, household appliances and machinery; the provision of recreational services, and the leasing of real estate."
DVP,958468,Transportation Infrastructure,Industrials,434,ORD,VN000000DVP2,"Dinhvu Port Investment & Development Joint Stock Company is a Vietnam-based company engaged in the provision of marine port services. It provides loading and unloading services, general and bonded warehousing services, freight transport agency services, freight forwarding services and other import and export related services. In addition, the Company is involved in multimodal transportation and the offering of other marine services. It is involved in the development of infrastructure and accommodation projects, as well as leases houses and offices. Other activities include land clearance and the trading of construction materials, petroleum, metals, scrap materials, industrial supplies and machinery for the port industry. The Company is a subsidiary of Port of Hai Phong."
DXG,958469,Real Estate Management & Development,Real Estate,5560,ORD,VN000000DXG7,"Dat Xanh Group Joint Stock Co, formerly Dat Xanh Real Estate Service and Construction Corporation, is a Vietnam-based company active in the real estate industry. The Company is involved in the development, leasing and trading of warehouses, apartment, office and commercial buildings. It also operates a real estate trading floor, as well as provides brokerage services, advisory services and other related services in the real estate industry. Other activities include construction and the provision of house repair services, interior decorating services and land clearing services. Several of the Company's projects are named Sunview Apartment 1&2, Gold Hill, Phu Gia Hung Apartment, Sunview Town, Arisen, Marina, Bella, Majestic, Binh Duong and Long Tho."
DTL,958467,Metals & Mining,Materials,210,ORD,VN000000DTL5,"Dai Thien Loc Corporation is a Vietnam-based company engaged in the steel industry. The Company manufactures and trades various kinds of galvanized steel sheets, cold rolled and hot rolled steel sheets, as well as other steel products, such as plates, beams, channels, shapes, pipes and purlins. It also manufactures fabricated metal products and other metal structures for the construction industry. Its products are used to manufacture construction fixtures and industrial equipment. In addition, the Company is involved in the trading of metals, along with materials and equipment for steel manufacturing activities. Other activities include ground freight transportation, warehousing and construction. The Company has two subsidiaries."
DTC,958466,Construction Materials,Materials,740,ORD,VN000000DTC4,"Dong Trieu Viglacera JSC is a Vietnam-based company engaged in construction materials processing activities. It mainly operates as a manufacturer and dealer of construction materials in the northern provinces of Vietnam, such as Quang Ninh, Hai Duong, Hai Phong, Thai Binh and Hung Yen. The Company's primary products are bricks and tiles, which are made from clay and ceramic. In order to support its main business activities, the Company also partakes in the mining of clay, limestone and sand. Besides, the Company offers technology transfer for construction materials manufacturing and invests in real estate projects."
DTA,958465,Real Estate Management & Development,Real Estate,-,ORD,VN000000DTA8,"De Tam Joint Stock Company (DETACO) is a Vietnam-based company engaged in real estate operations and the provision of real estate services. It provides real estate brokerage services. The Company is involved in the development and management of urban areas, villas, residential, office and commercial buildings for sale and for lease. It also manufactures and trades construction materials, such as sewage pipes, paving bricks and others. In addition, it is involved in financial investment in other companies. The Company mainly operates in Ho Chi Minh City and Dong Nai Province, Vietnam. It has five affiliates, two branches and a real estate trading floor."
DRH,958463,Real Estate Management & Development,Real Estate,57,ORD,VN000000DRH7,"DRH Holdings Joint Stock Company, formerly Dream House Investment Corporation, is a Vietnam-based company engaged in the real estate development and operations industry. The Company is involved in the trading of land and apartments, along with the leasing of offices and apartments. It also provides real estate brokerage services and wholesales fertilizers. In addition, it offers vocational training services on real estate industry and management training services. Moreover, the Company is engaged in financial investment in other companies of various industries as well."
DSN,958464,"Hotels, Restaurants & Leisure",Consumer Discretionary,160,ORD,VN000000DSN3,"Dam Sen Water Park Corporation (DASECO) is a Vietnam-based company engaged in the leisure and recreation sector. It is involved in the operation of Dam Sen Water Park which includes a water park and a dinosaur park. The Company also operates two full-service restaurants and three fast food restaurants inside Dam Sen Water Park. Other services comprise swimsuit rental services, photographic services and advertising services. In addition, it trades souvenirs. During the year ended December 31, 2012, 72.29% of its revenue came from the operation of the water park and dinosaur park. As of December 31, 2012, the Company was an affiliate of Phu Tho Tourist Company Limited."
DRC,958462,Auto Components,Consumer Discretionary,1689,ORD,VN000000DRC8,"Danang Rubber JSC is a Vietnam-based company engaged in the rubber processing sector, specifically, tire and tube manufacturing activities. It manufactures, trades, imports and exports rubber tires, inner tubes and other derived products for automobiles, motorbikes and bicycles. It also manufactures other rubber products for mechanical uses, as well as trades materials and supplies for the rubber industry. The Company is involved in the offering of installation services of machinery and equipment for rubber processing activities."
DQC,958461,Electrical Equipment,Industrials,-,ORD,VN000000DQC0,"Dien Quang Lamp Joint Stock Company is a Vietnam-based lighting equipment manufacturer. The Company manufactures and markets lighting equipment and its relevant components. Its products include fluorescence lamps, compact and incandescent lamps, lamp fixtures, starters and ballasts, as well as other supporting spare parts. It is also involved in the provision of installation services of electrical, lighting, fire fighting and plumbing systems, along with construction activities. During the year ended December 31, 2012, 82.83% of its total revenue came from domestic sale. As of December 31, 2012, the Company had four subsidiaries, one affiliate, along with four branches and three enterprises. Effective July 11, 2013, the Company had completed its full acquisition of its affiliated company and turned it into Dien Quang Electrical One Member Company Limited (DQE)."
DPR,958460,Chemicals,Materials,2643,ORD,VN000000DPR0,"Dong Phu Rubber Joint Stock Company (DORUCO) is a Vietnam-based company engaged in the manufacturing of rubber products. The Company operates and manages six rubber plantations, as well as processes natural latex into rubber products for mechanical usage. DORUCO is also involved in forestation, farm operations, agricultural product processing, as well as the construction of manufacturing buildings and infrastructures. As of December 31, 2012, the Company was a 55.81%-owned subsidiary of Vietnam Rubber Industry Group, and it had three subsidiaries and two affiliates, along with six rubber plantations, two enterprises, one latex processing factory and one medical center."
DPM,958459,Chemicals,Materials,1529,ORD,VN000000DPM1,"PetroVietnam Fertilizer and Chemicals Corporation is a Vietnam-based manufacturer of agricultural chemicals. It manufactures and trades diversified fertilizer products, including urea fertilizers; nitrogenous phosphatic potassic (NPK) fertilizers, liquefied ammonia, as well as other industrial gases and chemicals used for oil and gas exploration and refinery. The Company is also involved in the provision of technical services in fertilizer and petrochemical production."
DP3,958458,Pharmaceuticals,Healthcare,-,ORD,VN000000DP36,"Central Pharmaceutical Joint Stock Company No3 (FORIPHARM) is a Vietnam-based company operating in the pharmaceutical industry, which is mainly engaged in the manufacture and trading of pharmaceutical products. The Company's leading products include botanical medicine and other types of drugs, health supplements and cosmetics, among others. Besides, the Company partakes in the commerce of medical equipment and supplies, as well as the conduct of medical research."
DNL,958456,Trucking,Transportation,-,ORD,VN000000DNL8,"Da Nang Port Logistics Joint Stock Company (DANALOG) is a Vietnam-based company operating in the logistics industry, which is engaged in the multi-modal transportation of general and specialized goods to and from Da Nang marine port, including freight conveyance by sea, rail, air and road. In order to support its major businesses, the Company provides various freight transportation arrangements, as well as logistics consulting services. Besides, it directly partakes in supporting activities for the operation of Da Nang port, such as cargo handling and freight warehousing."
DMC,958454,Pharmaceuticals,Healthcare,1158,ORD,VN000000DMC9,"Domesco Medical Import-Export Joint Stock Corporation (Domesco) is a Vietnam-based pharmaceutical company. Its principal activities include manufacturing, marketing and importing pharmaceutical products and materials for the manufacture of medicine for human, medical equipment, experimental chemicals, drinking water, mineral water and drinking water from medicine, wine, functional food and nutritious food. The Company is also active in the plantation of medical materials, as well as the manufacture, marketing, import and export of feed for poultry, cattle and aquatic animals, along with materials for the manufacture of animal feed. The Company has one subsidiary involved in the import, export and marketing of basic chemicals and other chemicals used in the production of industrial alcohol."
DIG,958452,Construction & Engineering,Industrials,1958,ORD,VN000000DIG8,"Development Investment Construction Joint Stock Corporation is a Vietnam-based company engaged in real estate development and operations. The Company is involved in the development of industrial and urban zones, as well as office and apartment buildings for sale or lease. It also constructs industrial, civil, infrastructure as well as irrigation and power and communication line projects. In addition, the Company is engaged in the operations of supermarkets, hotels and the offering of tourism services. It trades construction materials and supplies, such as bricks, tiles, cement and stones. Other activities include ground and inland water transportation, mineral mining for construction material manufacturing activities and repair and maintenance of motorbikes, transportation vehicles and equipment."
DLG,958453,Industrial Conglomerates,Industrials,91,ORD,VN000000DLG2,"Duc Long Gia Lai Group Joint Stock Company is a Vietnam-based manufacturer of wood furniture. The Company’s products include indoor and outdoor furniture, such as tables, chairs, desks, beds, television cabinets, floor-boards and wardrobes. These products are produced for domestic customers as well as export. The Company is also engaged in granite and basalt stone mining and processing for export and domestic demand as well as operation of bus stations, passenger transportation, hotel and resort services. In addition, the Company is expanding its business to rubber planting and processing, mineral mining and processing including metallic and non-metallic minerals, road infrastructure construction, hydroelectricity generation investment and real estate construction and development. On March 20, 2014 the Company has reduced its holding in its subsidiary, Duc Long Gia Lai Real Estate Investment and Trading Joint Stock Company, to 4% and turned it into its affiliate."
DIC,958451,Construction Materials,Materials,-,ORD,VN000000DIC7,"DIC Investment and Trading JSC (DIC-Intraco) is a Vietnam-based company active in the construction materials industry. The Company is engaged in the import, export, manufacture and trading of construction materials, such as cement, clinker, gypsum, autoclaved aerated concrete (AAC) bricks, wall putty and stone powder, as well as construction supplies, such as lumber, roof tiles, steel core plastic doors and construction steel. Other products include rubber and coal. In addition, the Company is involved in the development of industrial zones, residential areas and office buildings."
DHM,958450,Metals & Mining,Materials,-,ORD,VN000000DHM8,"Duong Hieu Trading and Mining Joint Stock Company is a Vietnam-based mining company. The Company principally exploits, processes and markets iron, lead and zinc ores. Several of its undergoing mining projects include Dan Thang Copper Project, Seo Pha Construction Stones Project, Nam Ban 2 Decorative Stones Project, Gold Mineral Sand Projects on Da River and Nam Ha Spring, all located in Lai Chau Province, Vietnam. The Company also trades electrical equipment. It distributes electrical equipment and devices branded Siemens and Industrial Systems, such as busbar systems, contactors and manual motor starters. In addition, the Company markets fire-retardant materials used in the steel and cement industries. Moreover, it distributes imported alcohol and acts as an airline ticket agency for Vietnam Airlines and Pacific Jetstar Airlines. As of December 31, 2012, the Company had two affiliates."
DHC,958448,Paper & Forest Products,Materials,519,ORD,VN000000DHC9,"DongHai Joint Stock Company of Bentre is a Vietnam-based company operating in the paper packaging industry. It is engaged in the manufacturing of carton boxes, as well as Kraft paper, cardboard paper and paper pulp. Together with its affiliate, the Company is engaged in aquaculture and the processing of seafood, such as shell fish, shrimps, pangasius fillets, squid and others. In addition, it is involved in the trading of printing machines, labels, decals, cards, paper materials, steel, aquaculture feeds, insulation sheets, linings and Polyethylene (PE) bags. On March 6, 2012, the Company reduced its holding in Bentre Seafood Joint Stock Company (Beseaco) from 54.67% to 46.61% stake, turning its sole subsidiary into an affiliated company. On June 28, 2013, the Company announced that it has divested all of its stake in Bentre Seafood Joint Stock Company."
DHG,958449,Pharmaceuticals,Healthcare,2669,ORD,VN000000DHG0,"DHG Pharmaceutical Joint Stock Company is a Vietnam-based company engaged in the pharmaceutical industry. The Company manufactures and markets pharmaceutical products, vitamins, supplements and cosmetics. Via its subsidiaries, the Company is also involved in packaging printing, herb cultivation, medicinal supplies trading, as well as domestic travel tour and medical clinic operation."
DHA,958447,Construction Materials,Materials,-,ORD,VN000000DHA3,"Hoa An Joint Stock Company is a Vietnam-based company engaged in the construction materials industry. The Company is involved in the mining and processing of crushed stones, dimension stones and stone powder with the operation of five stone pits. It is also engaged in the manufacturing and trading of construction materials, such as concrete and bricks. In addition, the Company is involved in the development of and trading of industrial buildings, infrastructures, residential buildings, warehouses, traffic structures and irrigational works. It also provides freight transportation services."
DDV,958446,Chemicals,Materials,-,ORD,VN000000DDV8,"DAP-VINACHEM Joint Stock Company is a Vietnam-based company, which is engaged in the manufacture and commerce of phosphate fertilizers. The Company's leading products include diammonium phosphate (DAP) fertilizers under the brand name DAP DINH VU, as well as basic organic chemicals such as sulfuric acid (98%) and phosphoric acid (52%). Besides, the Company partakes in the wholesale and retail trading of various agricultural and industrial chemicals."
DDN,958445,Health Care Providers & Services,Healthcare,-,ORD,VN000000DDN5,"Danang Pharmaceutical - Medical Equipment Joint Stock Company (DAPHARCO) is a Vietnam-based company operating in the pharmaceutical industry, with major undertakings as the retail and merchant wholesale of pharmaceutical products. The Company's leading products include drugs, health supplements, medical equipment and medical supplies, which are not only manufactured by the Company, but also imported from overseas markets, such as Korea, German and Ireland, among others. Besides, the Company is engaged in the installation and maintenance of medical equipment. In order to support the manufacture and trading of its products, DAPHARCO has established various factories, distribution centers, branches and retail stores in Vietnam."
DCL,958444,Pharmaceuticals,Healthcare,964,ORD,VN000000DCL1,"Cuu Long Pharmaceutical Joint Stock Corporation (Pharimexco) is a Vietnam-based company engaged in the pharmaceutical industry. The Company manufactures, markets and distributes pharmaceutical drugs and capsules, as well as medical equipment and supplies. It is also involved in the manufacture and trading of functional food, cosmetic products, chemicals and other materials for pharmaceutical production. Other activities include the manufacture of specialized packagings for drugs and medical products, as well as the cultivation of traditional herbs."
DBM,958443,Retail (Drugs),Services,224,ORD,VN000000DBM1,"Dak Lak Pharmaceutical Medical Equipment Joint Stock Company (BAMEPHARM) is a Vietnam-based company operating in the pharmaceutical industry. The Company's major undertaking is the retail trade of pharmaceutical products, health supplements, as well as medical equipment and supplies in DakLak and DakNong provinces, which are located in Vietnam's Central Highlands. BAMEPHAM also partakes in the manufacture of medicinal and botanical chemicals. Besides, the Company is engaged in the operation of motels."
DAG,958442,Building Products,Industrials,244,ORD,VN000000DAG5,"Donga Plastic Group Joint Stock Company is a Vietnam-based company engaged in the manufacture and trading of plastic construction fixtures. It products include doors, Unplasticized Polyvinyl Chloride (uPVC) windows, profile bars and ceiling boards, as well as other plastic products, such as washers and Polypropylene (PP) sheets. The Company is also involved in housing development and the trading of construction machinery and equipment. In addition, it offers installation services of its products. The Company has three wholly owned subsidiaries."
D2D,958441,Real Estate Management & Development,Real Estate,-,ORD,VN000000D2D0,"Industrial Urban Development Joint Stock Company No. 2 is a Vietnam-based company engaged in the real estate development and operations industry. The Company develops houses, industrial and urban zones, residential areas, offices for rent and commercial centers for sale or lease. It also performs construction activities for such projects. In addition, it is involved in the provision of hotel, restaurant, tourism and educational services. The Company is a subsidiary of Industrial Zone Development Corporation (SONADEZI). It also announces that after acquiring more shares in Nhon Trach 2 Concrete Joint Stock Company (N2C), the Company has turned this former affiliate into its 62.16%-owned subsidiary."
CYC,958440,Building Products,Industrials,-,ORD,VN000000CYC6,"Chang Yih Ceramic Joint Stock Company (CYC) is a Vietnam-based manufacturer of construction fixtures. The Company manufactures and trades ceramic wall and floor tiles under two brands, KIS and REX, for construction purposes. It also manufactures and trades decorative ceramic tiles. In addition, the Company is involved in the setting and installation of tiles for civil structures. Its products are distributed by a network of agents in Ho Chi Minh City and throughout the South Western region, South Eastern region and Central Highlands region of Vietnam. The Company is also involved in the construction of civil projects."
CTT,958439,Machinery,Industrials,1100,ORD,VN000000CTT0,"Vinacomin - Machinery Joint Stock Company (VMC) which is mainly engaged in the manufacture, reparation and commerce of mining machinery and equipment. The Company's leading products include hydraulic pillars and grabs, mining excavators and bogies, among others. Other regular business activities of the Company include the production of industrial gases, such as nitrogen and oxygen; the merchant wholesale of construction and transportation machinery and supplies, as well as the mining of coal and copper ores. Besides, the Company operates as a metal service center."
CTI,958438,Construction Materials,Materials,433,ORD,VN000000CTI3,"Cuong Thuan Idico Development Investment Corporation is a Vietnam-based manufacturer of construction materials. It manufactures concrete pipes, hot asphalt concrete, ready-mix concrete and other construction materials. The Company is also involved in the construction of traffic structures and the provision of land clearing services, as well as the investment in Build - Operate - Transfer (BOT) projects. In addition, it collects tolls for transportation on Highway No. 16. Other activities include ground transportation of freight, trading of construction machinery and equipment."
CTG,958437,Banks,Financial,24939,ORD,VN000000CTG7,"Vietnam Joint Stock Commercial Bank for Industry and Trade (Vietinbank) is a Vietnam-based financial institution. The Bank provides commercial banking services for individuals and corporate clients. It is also engaged in the provision of international clearing services and money transfer services, as well as securities dealing activities. Moreover, the Bank provides derivative products, such as futures, forwards, swaps and options. Other operations include financial leasing activities and the offering of guarantee services, insurance services and securities related services."
CTD,958436,Construction & Engineering,Industrials,1674,ORD,VN000000CTD4,"Coteccons Construction JSC is a Vietnam-based company engaged in the construction industry. It constructs housing structures, infrastructures, traffic works, irrigational works, power transmission lines, transformer stations, water supply and drainage systems, as well as installs electrical, heating and air-conditioning equipment. The Company also provides engineering, architectural and interior design services. In addition, it invests in real estate projects and provides real estate brokerage services. Other operations include hotel operations, inbound and outbound tour operations and the manufacture of construction machinery and construction materials."
CT3,958435,Construction & Engineering,Industrials,-,ORD,VN000000CT33,"Project 3 Construction & Investment Joint Stock Company is a Vietnam-based company operating in the construction industry. The Company's major undertaking is the construction of civil and industrial infrastructures, including streets, bridges, railroads and drainage systems. In addition, the Company is engaged in the provision of construction project supervision and consultation services, as well as the wholesale of industrial machinery and equipment."
CSV,958434,Chemicals,Materials,850,ORD,VN000000CSV8,"South Basic Chemicals Joint Stock Company (SBCC), formerly South Basic Chemicals Company Limited, is a Vietnam-based firm operating in the chemical industry. Since incorporation, the Company has been engaging in the production and distribution of inorganic chemicals, which are of three major types: basic inorganic chemicals, water treatment chemicals and salts. Leading products of the Company include Sodium hydroxide (32%), Hydrochloric acid (32%), Sulfuric acid (98%) and Chlorine (liquid). Currently SBCC has established three chemical factories in the Southern region of Vietnam, namely Bien Hoa Factory, Dong Nai Factory and Tan Binh 2 Factory."
CSM,958433,Auto Components,Consumer Discretionary,1109,ORD,VN000000CSM7,"The Southern Rubber Industry Joint Stock Company (Casumina) is a Vietnam-based company operating in the rubber industry. The Company is engaged in the manufacturing of rubber products for industrial and other usage, as well as the trading of materials, equipment and chemicals used in rubber product manufacturing. Its products include bicycle, motorcycle and automobile tires, along with rubber gloves and tubes. The Company's products are distributed in the domestic market and exported to Cambodia, Laos, Thailand and African countries. In addition, it is involved in real estate operations. As of December 31, 2012, the Company was a subsidiary of Vietnam National Chemical Corporation (Vinachem). As of the same date, it had one joint venture, one affiliate and four enterprises."
COM,958432,Specialty Retail,Consumer Discretionary,500,ORD,VN000000COM6,"Materials - Petroleum Joint Stock Company (COMECO) is a Vietnam-based company engaged in the marketing and trading of oil and gas products. It is involved in the wholesale and retail trading of petroleum, gasoline, refined oil, lubricants and other petrochemicals with the operations of 29 gasoline stations. It also provides vehicle wash services, as well as tanker trucking and warehousing services for petroleum and related products. The Company is engaged in the development and construction of gasoline stations and warehouses. In addition, it develops office buildings for lease, and offers automotive repair and maintenance services. During the year ended December 31, 2012, 99.63% of its revenue came from trading activities. As of December 31, 2012, the Company was an affiliate of Saigon Petro Company Limited and Petro Vietnam Oil Corporation (PVOil)."
CNG,958431,"Oil, Gas & Consumable Fuels",Energy,271,ORD,VN000000CNG0,"CNG Vietnam Joint Stock Company is a Vietnam-based company engaged in the natural gas utilities industry. It is active in the manufacture and extraction of natural gases for the consumption of industrial zones, as well as several clients of the Vietnam Oil and Gas Group (PetroVietnam). Its products include compressed natural gas (CNG), liquefied natural gas (LNG) and liquefied petroleum gas (LPG). The Company also provides maintenance, installation and fixing services of switching devices for CNG, LNG and LPG consuming equipment, as well as gas transmission services. Other activities comprise of constructing, installing, maintaining and fixing gas projects, as well as trading and leasing industrial machinery and equipment for gas projects."
CNC,958430,Pharmaceuticals,Healthcare,-,ORD,VN000000CNC9,"Traphaco High Tech Joint Stock Company is a Vietnam-based company primarily engaged in the manufacture of herbal medicine and botanical pharmaceutical products. The Company operates the processing of Traphaco Joint Stock Company's products. Its factory has the facilities to process pharmaceutical products in tablet, ampoule and powder forms."
CMX,958429,Food Products,Consumer Staples,-,ORD,VN000000CMX7,"Camimex Group Joint Stock Company, formerly Ca Mau Frozen Seafood Processing Import Export Corporation, is a Vietnam-based company active in the seafood processing industry. It is involved in the manufacture and export of fresh, frozen, processed, steamed, fried and other value-added products from various types of shrimps. Its products are sold domestically, as well as exported to the United States, Japan, European markets and others. In addition, it is engaged in the import and wholesale of materials and equipment for the seafood processing industry."
CMV,958428,Specialty Retail,Consumer Discretionary,-,ORD,VN000000CMV1,"Ca Mau Trading Joint Stock Company (CAMEX) is a Vietnam-based company engaged in the marketing of oil-based products. It is involved in the wholesale and retail trading of petroleum and gasoline through operations of bulk stations and gasoline stations. The Company is also engaged in the operation of supermarkets, as well as the retail trading of electronic products, office equipment, books and office stationeries. During the year ended December 31, 2012, 99.84% of its net revenue came from sale of its products. As of December 31, 2012, the Company had three subsidiaries, four branches, a petroleum station, a gas extracting station, along with shops in Ca Mau Province, Vietnam."
CMG,958426,IT Services,Information Technology,2741,ORD,VN000000CMG2,"CMC Corporation is a Vietnam-based computer systems integrator engaged in the provision of computer systems design and related services, including customized software development, as well as integrated telecommunications services, such as data center services and Voice over Internet Protocol (VoIP) services. The Company is also involved in the manufacture, trading and repair of computers, office equipment and other technology products. Other operations comprise real estate activities and the offering of computer training services. On June 16, 2014, the Company announced that it has established CMC Institute of Research and Development."
CLW,958425,Water Utilities,Utilities,461,ORD,VN000000CLW1,"Cho Lon Water Supply Joint Stock Company (ChoLon Wasuco) is a Vietnam-based company engaged in the supply of water. The Company is involved in the management and development of water supply systems, as well as the delivery of fresh water for household usage and manufacturing purposes. It also installs water meters and constructs water supply systems. In addition, the Company is engaged in the trading of equipment and supplies for the water industry, along with the offering of engineering services for water supply and drainage system construction. During the year ended December 31, 2012, 98.2% of its net revenue came from water supply activities. As of December 31, 2012, the Company was a 51%-owned subsidiary of Saigon Water Corporation (Sawaco)."
CLL,958424,Transportation Infrastructure,Industrials,107,ORD,VN000000CLL4,"Cat Lai Port Joint Stock Company is a Vietnam-based company primarily engaged in the port and harbor operations. The Company main activities include activities to operate port and harbor operation and related services such as towage services, cargo handling services, ship sanitation and ship repair services, container building services, and freight forwarding services. The Company is also involved in the buying, selling and chartering of ships, containers and machinery and equipment used at ports."
